Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"def pdf_path():
    
    pdf_path = Path(PDF_FILE_PATH)
    [IF_MASK]
        pytest.skip(f""Test PDF file not found at {pdf_path}"")
    return pdf_path",false,    if not pdf_path.exists():,ĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def download_dataset(self) -> None:
        
        assert self.data_dir is not None
        [IF_MASK]
            os.makedirs(self.data_dir, exist_ok=True)

        logging.info(f""[WebGames] Downloading dataset into '{self.data_dir}'..."")

        # Use pandas to download and save the dataset
        df = pd.read_json(  # type: ignore
        )
        output_path = os.path.join(self.data_dir, self.TEST_FILE)
        df.to_json(output_path, orient=""records"", lines=True)  # type: ignore

        logging.info(""[WebGames] Dataset downloaded."")",false,        if not os.path.exists(self.data_dir):,ĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def get_ratelimit_middleware_instance(fastapi_app: FastAPI) -> RateLimitMiddleware:
    
    layer = fastapi_app.middleware_stack
    while layer is not None:
        [IF_MASK]
            return cast(RateLimitMiddleware, layer)
        layer = getattr(layer, ""app"", None)

    assert False, f""{RateLimitMiddleware.__name__} instance not found""",false,        if layer.__class__.__name__ == RateLimitMiddleware.__name__:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" name '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def plot_total_conversation_time(results, title, filename):
    
    df = pd.DataFrame(results)
    df = df[(df['elapsed'].notnull()) & (df['turn'] == 'ALL')]
    [IF_MASK]
        print(f""No successful results to plot for {title}."")
        return
    plt.figure(figsize=(10, 6))
    ax = plt.gca()
    df.boxplot(column='elapsed', by=['provider'], ax=ax)
    plt.title(title)
    plt.suptitle("""")
    plt.ylabel('Total Conversation Time (s)')
    plt.xlabel('Provider')
    plt.xticks(rotation=45, ha='right')
    plt.tight_layout()
    plt.savefig(filename)
    plt.show()",false,    if df.empty:,ĠĠĠ Ġif Ġnot Ġisinstance ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self . get ( self .,100.0
"def _extract_tool_calls(self, trajectory: dict) -> list:
        
        tool_calls = []
        for message in trajectory.get(""messages"", []):
            [IF_MASK]
                for tool_call in message.get(""tool_calls"", []):
                    if tool_call.get(""function"", {}).get(""name"") and tool_call.get(""function"", {}).get(""arguments""):
                        tool_calls.append({
                            ""name"": tool_call[""function""][""name""],
                            ""arguments"": json.loads(tool_call[""function""][""arguments""])
                        })
        return tool_calls",false,"            if message.get(""role"") == ""assistant"" and message.get(""tool_calls""):","ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . name , Ġ"" name '): name '):",100.0
"def close(self):
        
        try:
            # Milvus client doesn't have an explicit close method, but we can release the collection
            [IF_MASK]
                self.client.release_collection(collection_name=self.collection_name)
        except Exception as e:
            logger.error(f""Error closing Milvus connection: {e}"")",false,"            if hasattr(self.client, ""release_collection""):",ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name,100.0
"def print_summary(self):
        
        summary = self.get_summary()
        total = summary.get(""total_duration"", 0)
        
        print(""\n===== SPEED PROFILE SUMMARY ====="")
        print(f""Total execution time: {total:.2f} seconds"")
        print(""\n--- Component Breakdown ---"")
        
        # Print each component's timing
        for name, data in self.timings.items():
            [IF_MASK]
                percent = data[""total""] / total * 100 if total > 0 else 0
                print(f""{name}: {data['total']:.2f}s ({percent:.1f}%) - ""
                      f""{data['count']} calls, avg {data['total'] / data['count']:.3f}s per call"")
        
        print(""\n=============================="")",false,"            if name != ""total"":",ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name :,100.0
"def create_tool_result_message(tool_result, tool_name, status=""success""):
        
        from google.genai import types

        [IF_MASK]
            function_response = {""result"": tool_result}
        else:
            function_response = {""error"": tool_result}

        return types.Content(
            role=""tool"",
            parts=[
                types.Part.from_function_response(
                    name=tool_name, response=function_response
                )
            ],
        )",false,"        if status == ""success"":","ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): name '): name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name",100.0
"def _merge_by_placement(self, tensors: list[torch.Tensor], placement: Placement) -> torch.Tensor:
        
        [IF_MASK]
            return tensors[0]
        elif placement.is_partial():
            raise NotImplementedError(""Partial placement is not supported yet"")
        elif placement.is_shard():
            return torch.cat(tensors, dim=placement.dim).contiguous()

        raise NotImplementedError(f""Unsupported placement: {placement}"")",false,        if placement.is_replicate():,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def analyze_news_sentiment(news_items: list) -> str:
    
    [IF_MASK]
        return ""No news data available""
    
    # Just return a simple count for now - in a real implementation, this would use NLP
    return f""Qualitative review of {len(news_items)} recent news items would be needed""",false,    if not news_items or len(news_items) == 0:,"ĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ"" x , Ġ"" 0 , Ġ"" 0 , Ġ"" 0 , Ġ"" x '): 1 "" Ġin Ġ"" x , Ġ"" x , Ġ"" x , Ġ"" x , Ġ"" x , Ġ"" x , Ġ"" x , Ġ"" x , Ġ"" x , Ġ"" 0 ): 1 : 1 :",100.0
"def deepseek_fn(self, history, verbose=False):
        
        [IF_MASK]
            raise Exception(""Deepseek (API) is not available for local use. Change config.ini"")
        try:
            response = client.chat.completions.create(
                model=""deepseek-chat"",
                messages=history,
                stream=False
            )
            thought = response.choices[0].message.content
            if verbose:
                print(thought)
            return thought
        except Exception as e:
            raise Exception(f""Deepseek API error: {str(e)}"") from e",false,        if self.is_local:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ path ): ( self . is _ path ): ): ): ): ): ): ): ): ): ): : ): ): ): : ): ): : ): ): : ): ):,100.0
"def copy_old_config_names_to_new(self) -> Self:
		
		[IF_MASK]
			self.window_size = self.window_size or {}
			self.window_size['width'] = (self.window_size or {}).get('width') or self.window_width or 1280
			self.window_size['height'] = (self.window_size or {}).get('height') or self.window_height or 1100
		return self",false,		if self.window_width or self.window_height:,ĠĠĠĠĠĠĠ Ġif Ġself . has _ id : (' id '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):,100.0
"def _prepare_batch_get_documents_request(
        self, document_ids: List[str], folder_name: Optional[Union[str, List[str]]], end_user_id: Optional[str]
    ) -> Dict[str, Any]:
        
        [IF_MASK]
            request = {""document_ids"": document_ids}
            if folder_name:
                request[""folder_name""] = folder_name
            if end_user_id:
                request[""end_user_id""] = end_user_id
            return request
        return document_ids",false,        if folder_name or end_user_id:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' id '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def load_jsonl_files(input_dir):
    
    jsonl_files = list(Path(input_dir).glob(""*.jsonl""))
    [IF_MASK]
        print(f""No JSONL files found in {input_dir}"")
        return []

    print(f""Found {len(jsonl_files)} JSONL files: {[f.name for f in jsonl_files]}"")
    return jsonl_files",false,    if not jsonl_files:,ĠĠĠ Ġif Ġnot Ġisinstance ( self . path ): ( self . path ):,100.0
"def _load_environment(self) -> None:
        
        env_file = self.app_root / "".env""
        [IF_MASK]
            # logger.info(f""Loading environment variables from {env_file}"")
            load_dotenv(str(env_file))",false,        if env_file.exists():,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . is _ name ): ): ): ): ): ): . get _ name ): . get _ name ): . get _ name ): . get _ name ): . get _ name ): . get _ name ):,100.0
"def add_tool(self, tool: BaseTool):
        
        [IF_MASK]
            logger.warning(f""Tool {tool.name} already exists in collection, skipping"")
            return self

        self.tools += (tool,)
        self.tool_map[tool.name] = tool
        return self",false,        if tool.name in self.tool_map:,"ĠĠĠĠĠĠĠ Ġif Ġself . name : 0 ] Ġ== Ġ"" name "": 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 :",100.0
"def _generate_batch_response(self, text, system_message, provider, model_config, api_key, api_base):
        
        MAX_RETRIES = 3
        
        for attempt in range(MAX_RETRIES):
            try:
                [IF_MASK]
                    messages = [{'role': 'user', 'content': system_message + text}]
                    response = proxy_api_completion(messages=messages, model=model_config[""model""], api_base=api_base)
                    # response = proxy_call.api_completion(messages=messages, model=model_config[""model""], api_base=api_base)
                    return pd.DataFrame(ast.literal_eval(response[0]))
                else:
                    return self._generate_llm_response(text, system_message, model_config, api_key)
            except (json.JSONDecodeError, ValueError) as e:
                if attempt == MAX_RETRIES - 1:
                    raise Exception(f""Failed to generate valid response after {MAX_RETRIES} attempts: {str(e)}"")
                continue",false,"                if provider == ""gemini"" and api_base:","ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ' key '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
